word,freq,pred_class,prob_raw,prob_cal,p_FUNC,p_NAME-F,p_NAME-M,p_OTHER,p_THEO,p_VERB
muluvana,1,OTHER,0.961,0.653,0.000,0.000,0.039,0.961,0.000,0.000
muluvnice,2,VERB,0.999,0.653,0.000,0.000,0.001,0.000,0.000,0.999
mulvene,1,NAME-M,0.988,0.653,0.000,0.000,0.988,0.001,0.000,0.011
mulvenice,1,VERB,0.984,0.653,0.000,0.000,0.015,0.000,0.000,0.984
muna,2,OTHER,0.991,0.653,0.000,0.000,0.009,0.991,0.000,0.000
munainial,1,NAME-F,0.972,0.653,0.000,0.972,0.014,0.014,0.000,0.000
muni,1,OTHER,0.971,0.653,0.000,0.006,0.023,0.971,0.000,0.000
municlet,1,NAME-M,0.971,0.653,0.000,0.001,0.971,0.028,0.000,0.000
municleth,1,NAME-M,0.985,0.653,0.000,0.000,0.985,0.015,0.000,0.000
munie,1,OTHER,0.985,0.653,0.000,0.000,0.015,0.985,0.000,0.000
munis,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.000,0.000,0.000
munise,1,OTHER,0.995,0.653,0.000,0.000,0.005,0.995,0.000,0.000
munistas,1,NAME-M,0.993,0.653,0.000,0.000,0.993,0.000,0.003,0.004
munth,2,OTHER,0.999,0.653,0.000,0.000,0.001,0.999,0.000,0.000
muntnas,1,NAME-M,0.939,0.653,0.000,0.000,0.939,0.061,0.000,0.000
muras,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
mureneza,1,OTHER,0.983,0.653,0.000,0.000,0.017,0.983,0.000,0.000
murila,2,NAME-M,0.991,0.653,0.000,0.000,0.991,0.000,0.000,0.009
murinas,1,NAME-M,0.963,0.653,0.000,0.000,0.963,0.037,0.000,0.000
murinasa,2,NAME-M,0.997,0.653,0.000,0.003,0.997,0.001,0.000,0.000
murineial,2,NAME-F,0.992,0.653,0.000,0.992,0.008,0.000,0.000,0.000
murs,2,NAME-M,0.980,0.653,0.000,0.000,0.980,0.001,0.000,0.018
murzua,1,NAME-M,0.977,0.653,0.000,0.013,0.977,0.006,0.000,0.004
muteial,1,NAME-F,0.938,0.653,0.000,0.938,0.040,0.022,0.000,0.000
muthuna,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
mutilates,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
mutin,1,NAME-M,0.958,0.653,0.000,0.041,0.958,0.000,0.000,0.001
mutna,6,NAME-M,0.999,0.653,0.000,0.000,0.999,0.000,0.000,0.001
mutu,1,NAME-M,0.998,0.653,0.000,0.000,0.998,0.002,0.000,0.000
mutuial,1,NAME-F,0.916,0.653,0.000,0.916,0.026,0.058,0.000,0.000
muvalchls,1,VERB,0.969,0.653,0.000,0.001,0.030,0.000,0.000,0.969
mvsonios,1,OTHER,0.994,0.653,0.000,0.000,0.006,0.994,0.000,0.000
nac,4,NAME-M,0.924,0.653,0.000,0.001,0.924,0.000,0.001,0.074
nachu,1,OTHER,0.999,0.653,0.000,0.000,0.001,0.999,0.000,0.000
nacna,1,OTHER,0.988,0.653,0.000,0.001,0.011,0.988,0.000,0.000
naie,1,OTHER,0.938,0.653,0.000,0.000,0.062,0.938,0.000,0.000
naiie,1,OTHER,0.973,0.653,0.000,0.000,0.027,0.973,0.000,0.000
nairnial,1,NAME-F,0.996,0.653,0.000,0.996,0.003,0.001,0.000,0.000
nakinatarisakvil,1,NAME-F,0.969,0.653,0.000,0.969,0.017,0.015,0.000,0.000
naleial,1,NAME-F,0.992,0.653,0.000,0.992,0.008,0.000,0.000,0.000
nalisa,2,NAME-M,0.934,0.653,0.000,0.066,0.934,0.000,0.000,0.000
nana,1,OTHER,0.951,0.653,0.000,0.001,0.048,0.951,0.000,0.000
nanes,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
nanpial,1,NAME-F,0.996,0.653,0.000,0.996,0.004,0.000,0.000,0.000
naperial,1,NAME-F,0.990,0.653,0.000,0.990,0.009,0.001,0.000,0.000
naplan,1,OTHER,0.982,0.653,0.000,0.001,0.017,0.982,0.000,0.000
nas,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
nasa,2,NAME-M,0.944,0.653,0.000,0.056,0.944,0.000,0.000,0.000
natial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
natinusnial,1,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
naunas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
navesial,1,NAME-F,0.940,0.653,0.000,0.940,0.060,0.000,0.000,0.000
nefts,1,OTHER,0.995,0.653,0.000,0.001,0.005,0.995,0.000,0.000
neftus,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.000,0.000,0.000
nei,1,NAME-F,0.926,0.653,0.000,0.926,0.073,0.001,0.000,0.000
neivainipe,1,NAME-M,0.914,0.653,0.000,0.085,0.914,0.001,0.000,0.000
nemu,1,OTHER,0.995,0.653,0.000,0.000,0.005,0.995,0.000,0.000
nercle,1,OTHER,0.997,0.653,0.000,0.000,0.003,0.997,0.000,0.000
nerinas,1,NAME-M,0.918,0.653,0.000,0.001,0.918,0.082,0.000,0.000
nesna,1,OTHER,0.985,0.653,0.000,0.000,0.015,0.985,0.000,0.000
nestra,1,OTHER,0.997,0.653,0.000,0.001,0.002,0.997,0.000,0.000
netsvistnial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
nevtlane,1,OTHER,0.987,0.653,0.000,0.000,0.013,0.987,0.000,0.000
nial,2,NAME-F,0.990,0.653,0.000,0.990,0.010,0.000,0.000,0.000
nii,1,OTHER,0.917,0.653,0.000,0.010,0.074,0.917,0.000,0.000
niiii,1,OTHER,0.976,0.653,0.000,0.008,0.015,0.976,0.000,0.000
niinnti,1,NAME-F,0.995,0.653,0.000,0.995,0.001,0.004,0.000,0.000
niki,1,OTHER,0.994,0.653,0.000,0.001,0.005,0.994,0.000,0.000
nina,1,NAME-M,0.998,0.653,0.000,0.002,0.998,0.000,0.000,0.000
ninie,1,OTHER,0.902,0.653,0.000,0.000,0.098,0.902,0.000,0.000
ninnluthsinpinurchn,1,OTHER,0.991,0.653,0.000,0.000,0.009,0.991,0.000,0.000
nitruta,1,OTHER,0.945,0.653,0.000,0.012,0.043,0.945,0.000,0.000
niu,1,OTHER,0.934,0.653,0.000,0.000,0.066,0.934,0.000,0.000
nouiinis,1,OTHER,0.980,0.653,0.000,0.003,0.017,0.980,0.000,0.000
novesede,1,OTHER,0.996,0.653,0.000,0.000,0.004,0.996,0.000,0.000
novinvs,1,OTHER,0.987,0.653,0.000,0.000,0.013,0.987,0.000,0.000
nsm,1,OTHER,0.978,0.653,0.000,0.001,0.021,0.978,0.000,0.000
ntha,1,OTHER,0.994,0.653,0.000,0.001,0.005,0.994,0.000,0.000
nthn,1,OTHER,0.998,0.653,0.000,0.000,0.002,0.998,0.000,0.000
nufrzenas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
numa,2,OTHER,0.967,0.653,0.000,0.002,0.031,0.967,0.000,0.000
numar,1,NAME-M,0.998,0.653,0.000,0.001,0.998,0.000,0.000,0.000
numenas,1,NAME-M,0.964,0.653,0.000,0.000,0.964,0.036,0.000,0.000
numeries,1,NAME-M,0.911,0.653,0.000,0.000,0.911,0.089,0.000,0.000
numial,1,NAME-F,0.928,0.653,0.000,0.928,0.066,0.007,0.000,0.000
numsi,1,NAME-M,0.976,0.653,0.000,0.024,0.976,0.000,0.000,0.000
numsial,1,NAME-F,0.974,0.653,0.000,0.974,0.026,0.001,0.000,0.000
numsinial,1,NAME-F,0.989,0.653,0.000,0.989,0.011,0.000,0.000,0.000
nunan,1,OTHER,0.970,0.653,0.000,0.001,0.030,0.970,0.000,0.000
nunas,1,NAME-M,0.972,0.653,0.000,0.000,0.972,0.028,0.000,0.000
nunial,1,NAME-F,0.996,0.653,0.000,0.996,0.003,0.000,0.000,0.000
nunialisa,1,NAME-F,0.979,0.653,0.000,0.979,0.021,0.000,0.000,0.000
nunth,1,NAME-M,0.989,0.653,0.000,0.000,0.989,0.011,0.000,0.000
nunthena,1,NAME-M,0.998,0.653,0.000,0.001,0.998,0.000,0.000,0.000
nunthene,1,NAME-M,0.998,0.653,0.000,0.001,0.998,0.000,0.000,0.001
nuran,1,OTHER,0.993,0.653,0.000,0.000,0.007,0.993,0.000,0.000
nurziun,1,OTHER,0.993,0.653,0.000,0.000,0.006,0.993,0.000,0.000
nurzius,1,NAME-M,0.931,0.653,0.000,0.001,0.931,0.068,0.000,0.000
nustes,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
nustiias,1,NAME-M,0.997,0.653,0.000,0.001,0.997,0.002,0.000,0.000
nuvpllni,1,NAME-F,0.963,0.653,0.000,0.963,0.020,0.017,0.000,0.000
nuzinas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
nuzlanus,1,NAME-M,0.972,0.653,0.000,0.000,0.972,0.028,0.000,0.000
nuzrneial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
ociko,1,OTHER,0.998,0.653,0.000,0.000,0.001,0.998,0.000,0.000
onios,1,OTHER,0.992,0.653,0.000,0.000,0.008,0.992,0.000,0.000
orsminei,1,NAME-F,0.947,0.653,0.000,0.947,0.000,0.053,0.000,0.000
otak,1,OTHER,0.980,0.653,0.000,0.019,0.001,0.980,0.000,0.000
oupiiriio,1,NAME-M,0.989,0.653,0.000,0.004,0.989,0.007,0.000,0.000
paaa,1,OTHER,0.965,0.653,0.000,0.001,0.033,0.965,0.000,0.000
pacinial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
pacinnial,1,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
pacsinial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
pacsnial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
paithina,2,NAME-M,0.994,0.653,0.000,0.006,0.994,0.000,0.000,0.000
pakste,1,OTHER,0.999,0.653,0.000,0.000,0.001,0.999,0.000,0.000
palmena,1,OTHER,0.982,0.653,0.000,0.001,0.017,0.982,0.000,0.000
palpes,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
panalas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
paniathial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
paniathialisa,1,NAME-F,0.979,0.653,0.000,0.979,0.021,0.000,0.000,0.000
panzas,1,NAME-M,0.977,0.653,0.000,0.000,0.977,0.023,0.000,0.000
papas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
papasa,5,NAME-M,0.980,0.653,0.000,0.020,0.980,0.000,0.000,0.000
papaslis,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
papesa,1,NAME-M,0.971,0.653,0.000,0.001,0.971,0.027,0.000,0.000
papnial,1,NAME-F,0.998,0.653,0.000,0.998,0.002,0.000,0.000,0.000
parchis,2,VERB,0.948,0.653,0.000,0.000,0.052,0.000,0.000,0.948
parfnal,1,NAME-F,0.999,0.653,0.000,0.999,0.000,0.001,0.000,0.000
partunial,1,NAME-F,0.996,0.653,0.000,0.996,0.004,0.000,0.000,0.000
pasu,1,OTHER,0.968,0.653,0.000,0.000,0.032,0.968,0.000,0.000
patacsnal,1,NAME-F,0.996,0.653,0.000,0.996,0.001,0.002,0.000,0.000
patara,1,NAME-M,0.965,0.653,0.000,0.035,0.965,0.000,0.000,0.000
pater,1,NAME-M,0.957,0.653,0.000,0.040,0.957,0.002,0.000,0.000
patislane,4,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
patislanesa,1,NAME-M,0.996,0.653,0.000,0.004,0.996,0.000,0.000,0.000
patislani,1,NAME-F,0.953,0.653,0.000,0.953,0.021,0.027,0.000,0.000
patislanial,2,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
patislanialisa,1,NAME-F,0.966,0.653,0.000,0.966,0.034,0.000,0.000,0.000
patlnial,2,NAME-F,0.998,0.653,0.000,0.998,0.002,0.000,0.000,0.000
patna,1,NAME-M,0.995,0.653,0.000,0.004,0.995,0.000,0.000,0.000
patrunial,1,NAME-F,0.994,0.653,0.000,0.994,0.006,0.000,0.000,0.000
patus,1,NAME-M,0.935,0.653,0.000,0.000,0.935,0.064,0.000,0.000
pav,1,OTHER,0.959,0.653,0.000,0.001,0.041,0.959,0.000,0.000
pavac,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.000,0.000,0.001
pchzv,1,OTHER,0.964,0.653,0.000,0.001,0.036,0.964,0.000,0.000
pecesa,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
peches,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
peitesa,1,NAME-M,0.987,0.653,0.000,0.007,0.987,0.006,0.000,0.000
peithe,2,OTHER,0.996,0.653,0.000,0.000,0.004,0.996,0.000,0.000
peithesa,2,NAME-M,0.987,0.653,0.000,0.003,0.987,0.010,0.000,0.000
peithial,3,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
peleas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
pelfras,1,NAME-M,0.976,0.653,0.000,0.000,0.976,0.024,0.000,0.000
pelnatial,1,NAME-F,0.998,0.653,0.000,0.998,0.002,0.000,0.000,0.000
pelthvrinvpetrual,1,NAME-F,0.980,0.653,0.000,0.980,0.018,0.002,0.000,0.000
pensatorix,1,OTHER,0.999,0.653,0.000,0.001,0.000,0.999,0.000,0.000
pentha,1,NAME-M,0.902,0.653,0.000,0.005,0.902,0.000,0.001,0.093
pepnial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
peprunial,1,NAME-F,0.994,0.653,0.000,0.994,0.006,0.000,0.000,0.000
pepunas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
peracis,1,NAME-M,0.997,0.653,0.000,0.003,0.997,0.000,0.000,0.000
percalinai,1,NAME-F,0.987,0.653,0.000,0.987,0.010,0.003,0.000,0.000
percnas,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.001,0.000,0.000
percnei,1,NAME-F,0.990,0.653,0.000,0.990,0.010,0.000,0.000,0.000
percumsneial,1,NAME-F,0.938,0.653,0.000,0.938,0.062,0.000,0.000,0.000
percumsnial,2,NAME-F,0.945,0.653,0.000,0.945,0.055,0.000,0.000,0.000
perisnati,1,NAME-F,0.965,0.653,0.000,0.965,0.035,0.000,0.000,0.000
perisneialisa,1,NAME-F,0.987,0.653,0.000,0.987,0.013,0.000,0.000,0.000
perknas,2,NAME-M,0.985,0.653,0.000,0.000,0.985,0.015,0.000,0.000
perknies,1,NAME-M,0.967,0.653,0.000,0.000,0.967,0.033,0.000,0.000
pernal,1,NAME-F,0.967,0.653,0.000,0.967,0.033,0.001,0.000,0.000
perpranas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
perprathes,1,NAME-M,0.988,0.653,0.000,0.000,0.988,0.012,0.000,0.000
perrknas,1,NAME-M,0.985,0.653,0.000,0.000,0.985,0.015,0.000,0.000
persie,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
perstiesa,1,NAME-M,0.995,0.653,0.000,0.002,0.995,0.003,0.000,0.000
perunies,1,NAME-M,0.993,0.653,0.000,0.000,0.993,0.007,0.000,0.000
peruniesi,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
pes,3,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
pesial,1,NAME-F,0.928,0.653,0.000,0.928,0.072,0.000,0.000,0.000
pesiassch,1,NAME-M,0.993,0.653,0.000,0.007,0.993,0.000,0.000,0.000
pesnas,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
pesnasa,1,NAME-M,0.993,0.653,0.000,0.007,0.993,0.000,0.000,0.000
pesnei,1,NAME-F,0.966,0.653,0.000,0.966,0.032,0.002,0.000,0.000
pess,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
pestius,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
pet,1,NAME-M,0.995,0.653,0.000,0.005,0.995,0.000,0.000,0.000
pethe,1,NAME-M,0.997,0.653,0.000,0.002,0.997,0.001,0.000,0.000
pethereni,2,NAME-M,0.939,0.653,0.000,0.061,0.939,0.000,0.000,0.000
pethias,1,NAME-M,0.997,0.653,0.000,0.002,0.997,0.000,0.000,0.000
pethnas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
petinatial,2,NAME-F,0.979,0.653,0.000,0.979,0.021,0.000,0.000,0.000
petines,1,NAME-M,0.996,0.653,0.000,0.000,0.996,0.004,0.000,0.000
petnei,3,NAME-F,0.978,0.653,0.000,0.978,0.021,0.001,0.000,0.000
petr,1,NAME-M,0.952,0.653,0.000,0.000,0.952,0.000,0.000,0.048
petrnal,1,NAME-F,0.975,0.653,0.000,0.975,0.024,0.001,0.000,0.000
petrnas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
petrnial,1,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
petrnies,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
petrual,2,NAME-F,0.992,0.653,0.000,0.992,0.008,0.000,0.000,0.000
petruis,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
petruniesa,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
petrusa,1,NAME-M,0.984,0.653,0.000,0.015,0.984,0.001,0.000,0.000
petrusc,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
petrusta,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
petruz,1,NAME-M,0.996,0.653,0.000,0.004,0.996,0.000,0.000,0.000
petsnial,1,NAME-F,0.992,0.653,0.000,0.992,0.008,0.000,0.000,0.000
pianiathe,1,NAME-M,0.975,0.653,0.000,0.022,0.975,0.002,0.000,0.000
pilonicos,1,NAME-M,0.986,0.653,0.000,0.013,0.986,0.001,0.000,0.000
pilunice,1,NAME-M,0.998,0.653,0.000,0.002,0.998,0.000,0.000,0.000
pinaial,1,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
pinie,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
pisices,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
pistias,1,NAME-M,0.989,0.653,0.000,0.007,0.989,0.004,0.000,0.000
pitame,1,OTHER,0.997,0.653,0.000,0.001,0.003,0.997,0.000,0.000
pitheslentenas,1,NAME-M,0.996,0.653,0.000,0.000,0.996,0.004,0.000,0.000
pitiuialisa,1,NAME-F,0.977,0.653,0.000,0.977,0.023,0.000,0.000,0.000
piutaial,1,NAME-F,0.982,0.653,0.000,0.982,0.018,0.000,0.000,0.000
piutesa,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
piuthnei,1,NAME-F,0.930,0.653,0.000,0.930,0.070,0.000,0.000,0.000
piutial,1,NAME-F,0.989,0.653,0.000,0.989,0.011,0.000,0.000,0.000
plancu,1,NAME-M,0.984,0.653,0.000,0.006,0.984,0.010,0.000,0.000
platurias,1,NAME-M,0.998,0.653,0.000,0.000,0.998,0.001,0.000,0.000
plautriesa,1,NAME-M,0.999,0.653,0.000,0.000,0.999,0.001,0.000,0.000
pleniiunas,1,NAME-M,0.997,0.653,0.000,0.000,0.997,0.003,0.000,0.000
ploughshare,1,NAME-M,0.983,0.653,0.000,0.000,0.983,0.016,0.000,0.000
plunties,1,NAME-M,0.974,0.653,0.000,0.000,0.974,0.026,0.000,0.000
pocvlvm,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
poplios,1,OTHER,0.970,0.653,0.000,0.000,0.030,0.970,0.000,0.000
potsherds,8,NAME-M,0.981,0.653,0.000,0.006,0.981,0.007,0.006,0.001
ppn,1,OTHER,0.980,0.653,0.000,0.001,0.020,0.980,0.000,0.000
prastnas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
prcesa,1,NAME-M,0.951,0.653,0.000,0.003,0.951,0.046,0.000,0.000
precu,2,NAME-M,0.993,0.653,0.000,0.002,0.993,0.005,0.000,0.000
precuthurasi,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
prenthres,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
presnte,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.001,0.000,0.000
presnthe,1,OTHER,1.000,0.653,0.000,0.000,0.000,1.000,0.000,0.000
presntial,1,NAME-F,0.984,0.653,0.000,0.984,0.013,0.003,0.000,0.000
prikov,1,OTHER,0.998,0.653,0.000,0.000,0.002,0.998,0.000,0.000
priniserac,1,NAME-M,0.968,0.653,0.000,0.000,0.968,0.000,0.000,0.032
priumnes,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
prntial,1,NAME-F,0.996,0.653,0.000,0.996,0.004,0.000,0.000,0.000
protomes,1,OTHER,0.999,0.653,0.000,0.000,0.000,0.999,0.000,0.000
pruchum,2,VERB,0.944,0.653,0.000,0.013,0.039,0.001,0.004,0.944
prucnalu,1,NAME-M,0.989,0.653,0.000,0.010,0.989,0.001,0.000,0.000
pruka,1,OTHER,0.999,0.653,0.000,0.000,0.001,0.999,0.000,0.000
prumathnal,1,NAME-F,0.983,0.653,0.000,0.983,0.011,0.005,0.000,0.000
prumathnial,1,NAME-F,0.995,0.653,0.000,0.995,0.004,0.001,0.000,0.000
prumaths,1,NAME-M,0.943,0.653,0.000,0.002,0.943,0.000,0.000,0.055
prumtus,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
prusathn,1,OTHER,0.913,0.653,0.000,0.002,0.085,0.913,0.000,0.000
psa,1,NAME-M,0.991,0.653,0.000,0.008,0.991,0.000,0.000,0.000
pucsinial,1,NAME-F,0.998,0.653,0.000,0.998,0.002,0.000,0.000,0.000
pucsiniesa,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
pufasa,1,NAME-M,0.923,0.653,0.000,0.021,0.923,0.057,0.000,0.000
puia,16,NAME-M,0.980,0.653,0.000,0.000,0.980,0.000,0.000,0.020
puina,1,NAME-M,0.992,0.653,0.000,0.007,0.992,0.001,0.000,0.000
puiniel,1,NAME-M,0.963,0.653,0.000,0.037,0.963,0.000,0.000,0.000
pulfialisa,1,NAME-F,0.945,0.653,0.000,0.945,0.055,0.000,0.000,0.000
pulfnas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
pulfnial,2,NAME-F,1.000,0.653,0.000,1.000,0.000,0.000,0.000,0.000
puliasa,1,NAME-M,0.908,0.653,0.000,0.092,0.908,0.000,0.000,0.000
pum,1,NAME-M,0.995,0.653,0.000,0.002,0.995,0.003,0.000,0.000
pumpunial,2,NAME-F,0.966,0.653,0.000,0.966,0.034,0.000,0.000,0.000
pumpuniesa,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
punp,1,NAME-M,0.954,0.653,0.000,0.046,0.954,0.000,0.000,0.000
punpu,1,OTHER,0.997,0.653,0.000,0.000,0.003,0.997,0.000,0.000
puntas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
pupainaial,1,NAME-F,0.990,0.653,0.000,0.990,0.010,0.000,0.000,0.000
pupainial,1,NAME-F,0.995,0.653,0.000,0.995,0.005,0.000,0.000,0.000
puparas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
pupiasa,1,NAME-M,0.970,0.653,0.000,0.030,0.970,0.000,0.000,0.000
puplinas,1,NAME-M,0.998,0.653,0.000,0.000,0.998,0.002,0.000,0.000
puplinial,2,NAME-F,0.990,0.653,0.000,0.990,0.010,0.000,0.000,0.000
pupliza,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
puplnas,1,NAME-M,0.994,0.653,0.000,0.000,0.994,0.006,0.000,0.000
puplnial,1,NAME-F,0.994,0.653,0.000,0.994,0.006,0.000,0.000,0.000
pupnas,1,NAME-M,0.995,0.653,0.000,0.000,0.995,0.005,0.000,0.000
pupuial,1,NAME-F,0.996,0.653,0.000,0.996,0.004,0.000,0.000,0.000
pura,1,NAME-M,0.986,0.653,0.000,0.012,0.986,0.001,0.000,0.000
purcesa,1,NAME-M,0.980,0.653,0.000,0.003,0.980,0.018,0.000,0.000
purnas,1,NAME-M,0.997,0.653,0.000,0.000,0.997,0.003,0.000,0.000
purnial,5,NAME-F,0.926,0.653,0.000,0.926,0.074,0.000,0.000,0.000
purthies,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
puruniesa,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
putina,2,NAME-M,0.996,0.653,0.000,0.004,0.996,0.000,0.000,0.000
putinas,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
puvarnial,1,NAME-F,0.916,0.653,0.000,0.916,0.084,0.000,0.000,0.000
puzra,1,OTHER,0.942,0.653,0.000,0.022,0.037,0.942,0.000,0.000
pvblis,1,NAME-M,0.986,0.653,0.000,0.014,0.986,0.000,0.000,0.000
pverstlve,1,OTHER,0.957,0.653,0.000,0.006,0.037,0.957,0.000,0.000
pvrneial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
qurianas,1,NAME-M,0.990,0.653,0.000,0.000,0.990,0.010,0.000,0.000
qurtunias,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
qutumutha,1,NAME-M,0.987,0.653,0.000,0.008,0.987,0.001,0.000,0.004
racventu,1,OTHER,0.972,0.653,0.000,0.001,0.027,0.972,0.000,0.000
raczle,1,OTHER,0.994,0.653,0.000,0.000,0.006,0.994,0.000,0.000
rafanesa,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
rafe,1,NAME-M,0.999,0.653,0.000,0.001,0.999,0.000,0.000,0.000
rafes,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
raipethnial,1,NAME-F,0.999,0.653,0.000,0.999,0.001,0.000,0.000,0.000
raiths,1,OTHER,0.925,0.653,0.000,0.003,0.071,0.925,0.001,0.000
ramta,2,OTHER,0.983,0.653,0.000,0.005,0.013,0.983,0.000,0.000
ramthial,3,NAME-F,0.999,0.653,0.000,0.999,0.000,0.000,0.000,0.000
ramuthas,2,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
ranthumac,1,OTHER,0.967,0.653,0.000,0.015,0.018,0.967,0.000,0.000
ranthusa,1,NAME-M,0.964,0.653,0.000,0.030,0.964,0.006,0.000,0.000
rasce,1,OTHER,0.905,0.653,0.000,0.000,0.095,0.905,0.000,0.000
rasna,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
rathmsnas,1,NAME-M,1.000,0.653,0.000,0.000,1.000,0.000,0.000,0.000
rathmsnial,1,NAME-F,0.997,0.653,0.000,0.997,0.003,0.000,0.000,0.000
