word,freq,known_gloss,concept_en,concept_ru,domain,lang,form,sim,tier
sithurnas,1,shithurnas,iron,железо,trade,grc,sideros,0.800,B
skrvre,1,,to-write,писать,action,lat,scribere,0.800,B
slaithes,2,,three,три,measure,akk,shalash,0.750,A
slaithesa,1,,three,три,measure,akk,shalash,0.750,A
slanzu,1,shlanzu,three,три,measure,akk,shalash,0.750,A
slapinas,1,slapinas,trumpet,труба,music,grc,salpinx,0.800,B
slathnu,1,,moon,луна,ritual,grc,selene,0.750,B
sleparies,1,,letter-missive,письмо,tech,heb,sefer,0.750,A
snenaz,1,,donkey,осёл,animal,lat,asinus,0.750,B
snitla,1,mr-sunitslave,sandal,сандалия,cloth,grc,sandalon,0.800,B
snute,1,,libation,возлияние,social,grc,sponde,0.750,B
snutesa,3,mr-snutes-daughters-husband,libation,возлияние,social,grc,sponde,0.750,B
snuti,1,,libation,возлияние,social,grc,sponde,0.750,B
snuzain,1,,donkey,осёл,animal,lat,asinus,0.750,B
spante,1,plain,libation,возлияние,social,grc,sponde,1.000,B
spanthi,1,plain,libation,возлияние,social,grc,sponde,1.000,B
spanti,2,plate,libation,возлияние,social,grc,sponde,1.000,B
spantui,1,spantui,libation,возлияние,social,grc,sponde,1.000,B
spantus,1,spantus,libation,возлияние,social,grc,sponde,1.000,B
sparza,1,tablet,seal-stamp,печать,tech,grc,sphragis,0.800,B
spaspus,1,mr-spaspus,shield,щит,tech,grc,aspis,0.750,B
spati,1,plate,libation,возлияние,social,grc,sponde,0.750,B
spazuai,2,a-little-plate,shield,щит,tech,grc,aspis,1.000,B
specas,1,,seal-stamp,печать,tech,grc,sphragis,0.800,B
spetri,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
spitucs,1,,seal-stamp,печать,tech,grc,sphragis,0.800,B
spitus,1,spitus,jar,сосуд-пифос,vessel,grc,pithos,0.750,B
spuarinial,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
spur,2,,letter-missive,письмо,tech,heb,sefer,1.000,A
spural,6,community,letter-missive,письмо,tech,heb,sefer,1.000,A
spurana,2,of the community,mirror,зеркало,adorn,grc,esoptron,0.800,B
spurer,1,,letter-missive,письмо,tech,heb,sefer,0.750,A
spureri,10,community,letter-missive,письмо,tech,heb,sefer,0.750,A
spurestres,10,,dove,голубь,animal,grc,peristera,0.833,B
spurethi,1,community,letter-missive,письмо,tech,heb,sefer,0.750,A
spuri,1,,letter-missive,письмо,tech,heb,sefer,1.000,A
spurianas,2,spurianas,mirror,зеркало,adorn,grc,esoptron,0.800,B
spurias,1,spuria,letter-missive,письмо,tech,heb,sefer,1.000,A
spurie,3,mr-spurie,letter-missive,письмо,tech,heb,sefer,1.000,A
spurieisi,1,spurie,seal-stamp,печать,tech,grc,sphragis,0.800,B
spuriesasa,1,,seal-stamp,печать,tech,grc,sphragis,0.800,B
spuriesc,1,,seal-stamp,печать,tech,grc,sphragis,0.800,B
spuriies,1,spuries,letter-missive,письмо,tech,heb,sefer,1.000,A
spurina,2,,mirror,зеркало,adorn,grc,esoptron,0.800,B
spurinas,5,,mirror,зеркало,adorn,grc,esoptron,0.800,B
spurini,1,ms-spurini,mirror,зеркало,adorn,grc,esoptron,0.800,B
spurinial,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
spurinies,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
spurta,1,,letter-missive,письмо,tech,heb,sefer,0.750,A
spurtn,1,,garlic,чеснок,plantfood,grc,skorodon,0.800,A
spuru,1,,letter-missive,письмо,tech,heb,sefer,1.000,A
squlias,1,squlia,shekel-weight,сикль,tech,grc,siglos?,1.000,A
sran,2,? (unit of measurement),cypress,кипарис,plantfood,akk,shurmenu,0.750,A
sren,1,scene,cypress,кипарис,plantfood,akk,shurmenu,0.750,A
staile,1,,letter-missive,письмо,tech,grc,epistole,0.750,A
stalanes,1,,sandal,сандалия,cloth,grc,sandalon,0.800,B
stanl,1,,bone,кость,body,grc,osteon,1.000,B
statie,1,mr-statiemr-lariss,statue-image,статуя,ritual,lat,statua,1.000,B
staties,3,,statue-image,статуя,ritual,lat,statua,1.000,B
statiesi,1,,iron,железо,trade,grc,sideros,0.750,B
statin,1,,bone,кость,body,grc,osteon,0.750,B
statinei,1,,bone,кость,body,grc,osteon,0.750,B
statlanes,3,statlane,sandal,сандалия,cloth,grc,sandalon,0.800,B
stenia,1,,bone,кость,body,grc,osteon,1.000,B
steniasa,1,,bone,кость,body,grc,osteon,1.000,B
stenule,1,,star,звезда,ritual,lat,stella,0.750,B
sterthinas,1,,mercenary-soldier,воин,social,grc,stratiotes,0.833,B
sthanr,1,,oven,печь,tech,akk,tinuru,0.750,A
stial,1,,letter-missive,письмо,tech,grc,epistole,0.750,A
stizai,1,,wheat,пшеница,plantfood,grc,sitos,1.000,B
stlanes,1,of-mr-stlane,good,хороший,quality,grc,esthlos,0.800,B
streta,2,,iron,железо,trade,grc,sideros,0.750,B
streteth,1,,mercenary-soldier,воин,social,grc,stratiotes,0.833,B
sturuathi,1,mr-pumpusmrs-turuis,iron,железо,trade,grc,sideros,0.750,B
sualusmi,1,,three,три,measure,akk,shalash,0.750,A
sucisnaia,1,sucisnai,wineskin,бурдюк,vessel,grc,askos,0.750,B
sucneialisa,1,,shekel-weight,сикль,tech,grc,siglos?,0.800,A
sucri,1,,axe,топор,tech,lat,securis,0.750,B
sueitusial,1,,wheat,пшеница,plantfood,grc,sitos,1.000,B
sulal,1,,chair-throne,кресло-трон,household,lat,sella,1.000,B
sulchva,1,,forest,лес,geo,lat,silva,0.750,B
sulsle,1,,three,три,measure,akk,shalash,0.750,A
sulunia,1,,moon,луна,ritual,grc,selene,1.000,B
sulusi,1,,three,три,measure,akk,shalash,1.000,A
suntalu,1,,sandal,сандалия,cloth,grc,sandalon,0.800,B
suntheruza,1,pyxis,iron,железо,trade,grc,sideros,0.800,B
suntnam,1,,sandal,сандалия,cloth,grc,sandalon,0.800,B
supenas,1,thepurposeofthelargeaccuratelyscratched,snake,змея,animal,lat,serpens,0.800,B
suplinial,1,,moon,луна,ritual,grc,selene,0.750,B
suplne,1,,moon,луна,ritual,grc,selene,0.750,B
suplumias,1,,enemy,враг,social,grc,polemios,0.800,B
supluni,1,,moon,луна,ritual,grc,selene,0.750,B
supnaial,1,,libation,возлияние,social,grc,sponde,0.750,B
supnial,2,mr-veliamrs-supnismrs-velanis-daughters-,libation,возлияние,social,grc,sponde,0.750,B
supri,1,shupri,letter-missive,письмо,tech,heb,sefer,1.000,A
suris,2,,iron,железо,trade,grc,sideros,0.750,B
surna,5,,cypress,кипарис,plantfood,akk,shurmenu,0.750,A
surnas,1,,snake,змея,animal,lat,serpens,0.800,B
surneial,1,,cypress,кипарис,plantfood,akk,shurmenu,0.750,A
surtes,2,,priest,жрец,social,lat,sacerdos,0.800,B
susinal,1,,sesame,кунжут,plantfood,grc,sesamon,0.750,B
susnal,1,,sesame,кунжут,plantfood,grc,sesamon,0.750,B
susnial,1,of-ms-susni,sesame,кунжут,plantfood,grc,sesamon,0.750,B
sutanas,2,,bone,кость,body,grc,osteon,1.000,B
suthin,1,,bone,кость,body,grc,osteon,1.000,B
suthina,15,mr-thaniamrs-lucinissomething-for-theaft,bone,кость,body,grc,osteon,1.000,B
suthis,1,tomb,wheat,пшеница,plantfood,grc,sitos,1.000,B
suthith,2,tomb,statue-image,статуя,ritual,lat,statua,1.000,B
suthithi,2,tomb,statue-image,статуя,ritual,lat,statua,1.000,B
suthiusve,1,storehouse,wheat,пшеница,plantfood,grc,sitos,0.750,B
suthivenas,1,,bone,кость,body,grc,osteon,0.750,B
suthrinas,1,,iron,железо,trade,grc,sideros,0.800,B
suthunal,1,,bone,кость,body,grc,osteon,1.000,B
sutina,1,,bone,кость,body,grc,osteon,1.000,B
sutrineial,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
svalas,1,living,shekel-weight,сикль,tech,grc,siglos?,0.750,A
svdernia,1,,mirror,зеркало,adorn,grc,esoptron,0.800,B
sveas,1,,slave,раб,social,lat,servus,0.750,B
svenias,1,,wine,вино,trade,grc,woinos,0.750,B
tafina,1,mr-tafina,cumin,тмин,plantfood,egy,tpnn?,0.750,A
talami,1,,jar,сосуд-пифос,vessel,lat,dolium,1.000,B
talces,1,mr-talces,copper,медь,trade,grc,chalkos,0.750,B
talcesa,1,,copper,медь,trade,grc,chalkos,0.750,B
talisnaial,1,,slave,раб,social,grc,doulos,0.750,B
talmithe,2,palamedes,jar,сосуд-пифос,vessel,lat,dolium,0.750,B
talnithe,1,,weight-talent,талант-вес,tech,grc,talanton,0.800,B
talpial,1,,sister,сестра,kinship,grc,adelphe,1.000,B
talus,1,,slave,раб,social,grc,doulos,1.000,B
tamer,1,,wife,жена,kinship,grc,damar,1.000,B
tamera,1,tomb chamber,wife,жена,kinship,grc,damar,1.000,B
tames,1,,house,дом,tech,grc,domos,1.000,A
taminai,1,,demon-spirit,дух,ritual,grc,daimon,1.000,B
tamnias,1,,demon-spirit,дух,ritual,grc,daimon,1.000,B
tamsnies,1,,house,дом,tech,grc,domos,0.750,A
tamun,1,,demon-spirit,дух,ritual,grc,daimon,1.000,B
tanas,3,mr-tanas,tooth,зуб,body,lat,dens,1.000,B
tanasar,1,,oven,печь,tech,akk,tinuru,0.750,A
taniun,1,,cumin,тмин,plantfood,egy,tpnn?,0.750,A
tans,1,,tooth,зуб,body,lat,dens,1.000,B
tantlnas,1,,sandal,сандалия,cloth,grc,sandalon,0.800,B
tapsina,1,mr-laristapsinamr-aules,cumin,тмин,plantfood,egy,tpnn?,0.750,A
tarchial,2,mrs-tarchis,wheel,колесо,tech,grc,trochos,0.750,B
tarchianes,1,,wheel,колесо,tech,grc,trochos,0.800,B
tarchiesa,1,,wheel,колесо,tech,grc,trochos,1.000,B
tarchis,2,mr-tarchies,wheel,колесо,tech,grc,trochos,1.000,B
tarchna,1,,wheel,колесо,tech,grc,trochos,0.750,B
tarchnas,7,tarkhnas,wheel,колесо,tech,grc,trochos,0.800,B
tarchnial,2,mr-thanamrs-tarchnismr-sethresmr-titesda,wheel,колесо,tech,grc,trochos,0.750,B
tarchun,1,,wheel,колесо,tech,grc,trochos,0.750,B
tarchunies,2,mr-tarchunies,wheel,колесо,tech,grc,trochos,0.800,B
tarinas,1,,gift,дар,social,grc,doron,1.000,B
tarnaial,1,,gift,дар,social,grc,doron,1.000,B
tarnas,1,,gift,дар,social,grc,doron,1.000,B
tarsminass,1,trasimene,boundary-stone,межевой камень,social,lat,terminus,0.833,B
tarsu,1,beheaded-victim-of-the-heroperseus-belov,ox/bull,бык,animal,grc,tauros,1.000,A
tartiria,3,,earth,земля,ritual,lat,terra,0.750,B
tarusa,1,,ox/bull,бык,animal,grc,tauros,1.000,A
tatas,1,tata,cat,кот,animal,lat,cattus,0.750,B
tatinai,1,,carpenter,плотник,craft,grc,tekton,0.750,B
tatneial,1,,carpenter,плотник,craft,grc,tekton,0.750,B
tatni,1,,carpenter,плотник,craft,grc,tekton,0.750,B
tatnie,1,mr-tatnie,carpenter,плотник,craft,grc,tekton,0.750,B
teces,1,,wall,стена,tech,grc,teichos,1.000,B
tecsa,1,,wall,стена,tech,grc,teichos,1.000,B
tecsas,1,in-the-magistracyof-mr-tecsa,wall,стена,tech,grc,teichos,1.000,B
tecsinal,1,têcshinei,bow,лук-оружие,tech,grc,toxon,0.750,B
tecum,1,,arrow,стрела,tech,grc,toxeuma,1.000,B
teithurnasi,1,teithurnas,chair-throne,кресло-трон,household,grc,thronos,0.800,B
telathuras,1,telathuras,tablet,табличка,tech,grc,deltos,0.800,B
teletau,1,,tablet,табличка,tech,grc,deltos,0.750,B
telfe,1,telephos,sister,сестра,kinship,grc,adelphe,1.000,B
telicles,1,telicles,earth,земля,ritual,lat,tellus,0.800,B
telmun,1,,jar,сосуд-пифос,vessel,lat,dolium,0.750,B
telsina,1,,slave,раб,social,grc,doulos,0.750,B
tence,3,----------------------he-rendered-ashe-h,tunic,туника,cloth,lat,tunica,1.000,B
tenine,2,is offered,cumin,тмин,plantfood,egy,tpnn?,0.750,A
tentha,1,measures,divination,гадание,ritual,lat,divinatio,0.750,B
tenthas,2,having held,divination,гадание,ritual,lat,divinatio,0.750,B
tenthur,2,,oven,печь,tech,akk,tinuru,0.750,A
tenthurc,1,,oven,печь,tech,akk,tinuru,0.750,A
tenvas,1,mr-larthtenvaschildren,ship,корабль,tech,lat,navis,0.750,B
teperial,1,mrs-teperis,to-build,строить,action,lat,aedificare,0.750,B
tepraial,1,,to-build,строить,action,lat,aedificare,0.750,B
terchunas,1,mr-terchunas,wheel,колесо,tech,grc,trochos,0.800,B
tersna,1,,ox/bull,бык,animal,grc,tauros,0.750,A
testhas,1,of-mr-veltesthamr-marcesmrs-aulismr-than,witness,свидетель,social,lat,testis,1.000,B
tetalfi,1,,sister,сестра,kinship,grc,adelphe,0.750,B
tetaliesa,1,,slave,раб,social,grc,doulos,0.750,B
tetana,1,tetana,carpenter,плотник,craft,grc,tekton,0.750,B
tetanus,1,tetanu,carpenter,плотник,craft,grc,tekton,0.750,B
tetanuth,1,mr-teta,divination,гадание,ritual,lat,divinatio,0.750,B
tetasa,2,,cat,кот,animal,lat,cattus,0.750,B
tethamaithic,1,,to-give,давать,action,grc,didomi,0.750,B
tetina,14,mr-larthtetinamrs-arnthisdaughters-husba,carpenter,плотник,craft,grc,tekton,0.750,B
tetinal,1,,carpenter,плотник,craft,grc,tekton,0.750,B
tetinas,3,,carpenter,плотник,craft,grc,tekton,0.750,B
tetinasa,3,,carpenter,плотник,craft,grc,tekton,0.750,B
tetine,1,tetine,carpenter,плотник,craft,grc,tekton,0.750,B
tetinei,2,mrs-tetinei,carpenter,плотник,craft,grc,tekton,0.750,B
tetineial,1,,carpenter,плотник,craft,grc,tekton,0.750,B
tetinial,1,,carpenter,плотник,craft,grc,tekton,0.750,B
tetnal,1,,carpenter,плотник,craft,grc,tekton,0.750,B
tetneial,1,,carpenter,плотник,craft,grc,tekton,0.750,B
tetnial,2,,carpenter,плотник,craft,grc,tekton,0.750,B
tetnies,4,tetnie,carpenter,плотник,craft,grc,tekton,0.750,B
tetruial,1,mrs-tetruis,to-dedicate,посвящать,action,lat,dedicare,0.750,B
tevarath,1,,divination,гадание,ritual,lat,divinatio,0.750,B
tevatnial,1,mrs-tevatnis,carpenter,плотник,craft,grc,tekton,0.750,B
thachs,1,,wall,стена,tech,grc,teichos,1.000,B
thachse,1,,wall,стена,tech,grc,teichos,1.000,B
thachthiv,2,,weaver,ткач,craft,lat,textor,0.750,B
thachuviineii,1,,bow,лук-оружие,tech,grc,toxon,0.750,B
thactara,2,,weaver,ткач,craft,lat,textor,1.000,B
thactra,1,,weaver,ткач,craft,lat,textor,1.000,B
thactrei,1,,weaver,ткач,craft,lat,textor,1.000,B
thactreial,1,,weaver,ткач,craft,lat,textor,1.000,B
thafnas,1,,cumin,тмин,plantfood,egy,tpnn?,0.750,A
thalisa,1,,slave,раб,social,grc,doulos,1.000,B
thanaatai,1,mr-thanamrs-ataisdaughters-husband,divination,гадание,ritual,lat,divinatio,0.750,B
thanachti,2,,tunic,туника,cloth,lat,tunica,0.750,B
thanachvel,1,,tunic,туника,cloth,lat,tunica,0.750,B
thanachvil,1,thanakhvil,tunic,туника,cloth,lat,tunica,0.750,B
thanapaesu,1,mr-thana,tomb,гробница,tech,grc,taphos,0.750,B
thanas,7,of-mr-thana,tooth,зуб,body,lat,dens,1.000,B
thanasa,2,mr-thanas-daughtershusband,tooth,зуб,body,lat,dens,1.000,B
thanasasa,1,,tooth,зуб,body,lat,dens,1.000,B
thanati,1,ms-thanati,divination,гадание,ritual,lat,divinatio,0.750,B
thanautaunei,1,mrs-thaniautaunei,weight-talent,талант-вес,tech,grc,talanton,0.800,B
thanchvi,1,,tunic,туника,cloth,lat,tunica,0.750,B
thanchvil,2,thankhvil,tunic,туника,cloth,lat,tunica,0.750,B
thancvil,1,thancvil,tunic,туника,cloth,lat,tunica,0.750,B
thanias,2,mr-thania,tooth,зуб,body,lat,dens,1.000,B
thaniase,1,,tooth,зуб,body,lat,dens,1.000,B
thanicu,3,mr-thanicu,tunic,туника,cloth,lat,tunica,1.000,B
thanirsiie,1,thanirsiie,ox/bull,бык,animal,grc,tauros,0.750,A
thanirv,1,,oven,печь,tech,akk,tinuru,0.750,A
thanr,4,oneofthedivinecompanionsofthegoddessthan,oven,печь,tech,akk,tinuru,1.000,A
thans,3,,tooth,зуб,body,lat,dens,1.000,B
thansial,3,mr-thansies,tooth,зуб,body,lat,dens,1.000,B
thansies,2,,tooth,зуб,body,lat,dens,1.000,B
thansiesa,2,,tooth,зуб,body,lat,dens,1.000,B
thansinal,1,,tooth,зуб,body,lat,dens,0.750,B
thansur,2,,oven,печь,tech,akk,tinuru,0.750,A
thanurari,1,,oven,печь,tech,akk,tinuru,0.750,A
thanuri,1,,oven,печь,tech,akk,tinuru,1.000,A
thapicun,4,,cumin,тмин,plantfood,egy,tpnn?,0.750,A
thapintais,1,,elephant,слон,animal,lat,elephantus,0.800,B
thapintas,1,,elephant,слон,animal,lat,elephantus,0.800,B
thapn,1,,cumin,тмин,plantfood,egy,tpnn?,0.750,A
thapna,1,,cumin,тмин,plantfood,egy,tpnn?,0.750,A
thapnai,1,,cumin,тмин,plantfood,egy,tpnn?,0.750,A
thares,1,thare,ox/bull,бык,animal,grc,tauros,1.000,A
tharnaial,1,,gift,дар,social,grc,doron,1.000,B
tharnies,1,,gift,дар,social,grc,doron,1.000,B
tharusa,1,,ox/bull,бык,animal,grc,tauros,1.000,A
thasesi,1,,sea,море,geo,grc,thalassa,0.750,B
thaseth,1,mr-tha,witness,свидетель,social,lat,testis,0.750,B
thastia,1,mr-thastia,witness,свидетель,social,lat,testis,0.750,B
thaurch,1,,wheel,колесо,tech,grc,trochos,0.750,B
thaznthnial,1,,weight-talent,талант-вес,tech,grc,talanton,0.800,B
thealpe,1,mr-thealpe,sister,сестра,kinship,grc,adelphe,1.000,B
thefarie,1,,to-build,строить,action,lat,aedificare,0.750,B
thefariei,1,,to-build,строить,action,lat,aedificare,0.750,B
thefri,1,,to-build,строить,action,lat,aedificare,0.750,B
thefries,1,thefries,to-build,строить,action,lat,aedificare,0.750,B
thefrinaial,1,mrs-thefrinais,cumin,тмин,plantfood,egy,tpnn?,0.750,A
thelazu,4,,slave,раб,social,grc,doulos,1.000,B
thelmizas,1,,sea,море,geo,grc,thalassa,0.800,B
thelusa,1,,slave,раб,social,grc,doulos,1.000,B
themiasa,1,,house,дом,tech,grc,domos,1.000,A
thenth,1,,divination,гадание,ritual,lat,divinatio,0.750,B
thenus,3,mr-thenu,tooth,зуб,body,lat,dens,1.000,B
theprie,1,,to-build,строить,action,lat,aedificare,0.750,B
theprinal,1,mrs-theprinis,cumin,тмин,plantfood,egy,tpnn?,0.750,A
theprinei,1,,cumin,тмин,plantfood,egy,tpnn?,0.750,A
therinialisasa,1,,chair-throne,кресло-трон,household,grc,thronos,0.800,B
thermi,1,,glass,стекло,trade,lat,vitrum,0.750,B
therpaiathei,1,ex----pagth--andthnethpap,tribute-tax,дань,social,lat,tributum,0.800,B
thesansi,1,,donkey,осёл,animal,lat,asinus,0.750,B
thesca,1,,to-die,умирать,action,grc,thnesko,0.750,B
thesnin,1,,cumin,тмин,plantfood,egy,tpnn?,0.750,A
thestia,1,,witness,свидетель,social,lat,testis,0.750,B
thethisi,1,thegoddessthethis,cat,кот,animal,lat,cattus,0.750,B
thezince,3,,tunic,туника,cloth,lat,tunica,0.750,B
thlns,1,,tablet,табличка,tech,grc,deltos,0.750,B
thluth,1,,tablet,табличка,tech,grc,deltos,0.750,B
thocervial,1,mrs-thocervis,to-dedicate,посвящать,action,lat,dicare,0.750,B
thrin,1,,gift,дар,social,grc,doron,1.000,B
thrums,1,-twenty,boundary-stone,межевой камень,social,lat,terminus,0.800,B
thucer,1,thucer,to-dedicate,посвящать,action,lat,dicare,1.000,B
thucerial,1,mrs-thuceris,to-dedicate,посвящать,action,lat,dicare,1.000,B
thucerna,1,,bow,лук-оружие,tech,grc,toxon,0.750,B
thuchias,1,,wall,стена,tech,grc,teichos,1.000,B
thucht,2,depository,weaver,ткач,craft,lat,textor,0.750,B
thuchti,1,depository,weaver,ткач,craft,lat,textor,0.750,B
thucte,1,,weaver,ткач,craft,lat,textor,0.750,B
thuflthao,1,,tablet,табличка,tech,lat,tabula,0.750,B
thuflthas,3,thufltha,tablet,табличка,tech,grc,deltos,0.800,B
thuiarafi,1,,table,стол,household,grc,trapeza,0.750,B
thuker,1,,to-dedicate,посвящать,action,lat,dicare,1.000,B
thuluter,1,the-thulute-best-gods,knife,нож,tech,lat,culter,0.750,B
thumlana,3,mr-thumlana,apple,яблоко,plantfood,grc,melon,0.750,B
thumsa,1,,house,дом,tech,grc,domos,1.000,A
thunchulem,1,,assembly,собрание,social,lat,concilium,0.800,B
thunem,3,one,gift,дар,social,lat,donum,1.000,B
thunis,1,,tooth,зуб,body,lat,dens,1.000,B
thuns,1,,tooth,зуб,body,lat,dens,1.000,B
thunsna,2,,tooth,зуб,body,lat,dens,0.750,B
thunt,1,,divination,гадание,ritual,lat,divinatio,0.750,B
thunz,1,,tooth,зуб,body,lat,dens,1.000,B
thupites,1,,jar,сосуд-пифос,vessel,grc,pithos,0.750,B
thuplthas,1,mr-thuplthas,tablet,табличка,tech,grc,deltos,0.800,B
thurice,1,,wheel,колесо,tech,grc,trochos,0.750,B
thuricial,1,,wheel,колесо,tech,grc,trochos,0.750,B
thurnei,1,,gift,дар,social,grc,doron,1.000,B
thusathur,1,herethe-bones,star,звезда,ritual,grc,aster,0.750,B
thusti,1,,witness,свидетель,social,lat,testis,0.750,B
thusuthur,1,thusu gods,star,звезда,ritual,grc,aster,0.750,B
thvsntiasa,1,,divination,гадание,ritual,lat,divinatio,0.800,B
tiberii,1,,to-build,строить,action,lat,aedificare,0.750,B
tifile,1,,tablet,табличка,tech,lat,tabula,1.000,B
tifs,1,,tomb,гробница,tech,grc,taphos,1.000,B
tiliaiitl,1,,tablet,табличка,tech,grc,deltos,0.750,B
tinas,1,tinia,tooth,зуб,body,lat,dens,1.000,B
tinian,1,,cumin,тмин,plantfood,egy,tpnn?,0.750,A
tiniasi,1,to-thegod-jupiter,tooth,зуб,body,lat,dens,1.000,B
tins,9,for-the-god-jupiter,tooth,зуб,body,lat,dens,1.000,B
tinscvil,2,,to-die,умирать,action,grc,thnesko,0.800,B
tinse,1,,tooth,зуб,body,lat,dens,1.000,B
tinsi,12,,tooth,зуб,body,lat,dens,1.000,B
tinsin,1,,tooth,зуб,body,lat,dens,0.750,B
tinsius,1,,tooth,зуб,body,lat,dens,1.000,B
tinsth,1,inthegodjupiterstemple,tooth,зуб,body,lat,dens,0.750,B
tinthsa,1,,tablet,табличка,tech,grc,deltos,0.750,B
tinthun,1,tithonus,weight-talent,талант-вес,tech,grc,talanton,0.800,B
tintsle,1,,island,остров,social,lat,insula,0.750,B
tinunus,2,,oven,печь,tech,heb,tannur,0.750,A
tinusi,2,ms-tinusi,tooth,зуб,body,lat,dens,1.000,B
tipanu,1,,cumin,тмин,plantfood,egy,tpnn?,0.750,A
tiphile,2,tiphile,tablet,табличка,tech,lat,tabula,1.000,B
tistrui,1,povaisispidaitupasfitiasommufqlum,star,звезда,ritual,grc,aster,0.750,B
tisutith,1,youin-the-tomb,witness,свидетель,social,lat,testis,0.750,B
titasi,1,tita,cat,кот,animal,lat,cattus,0.750,B
titeas,1,,cat,кот,animal,lat,cattus,0.750,B
titelas,1,titela,slave,раб,social,grc,doulos,0.750,B
titenas,1,titenas,tooth,зуб,body,lat,dens,0.750,B
tites,10,mr-tites,cat,кот,animal,lat,cattus,0.750,B
titesa,2,,cat,кот,animal,lat,cattus,0.750,B
titesi,1,,cat,кот,animal,lat,cattus,0.750,B
titialisa,1,,slave,раб,social,grc,doulos,0.750,B
titias,1,,cat,кот,animal,lat,cattus,0.750,B
titienom,1,titiorvm,gift,дар,social,lat,donum,0.750,B
titinai,1,,carpenter,плотник,craft,grc,tekton,0.750,B
titis,1,,cat,кот,animal,lat,cattus,0.750,B
titisec,1,mrs-titis,to-die,умирать,action,grc,thnesko,0.750,B
titles,1,,slave,раб,social,grc,doulos,0.750,B
titos,1,,cat,кот,animal,lat,cattus,0.750,B
tituies,1,,cat,кот,animal,lat,cattus,0.750,B
tituis,1,,cat,кот,animal,lat,cattus,0.750,B
tiurim,8,,glass,стекло,trade,lat,vitrum,0.750,B
tiutiesa,1,,cat,кот,animal,lat,cattus,0.750,B
tlapu,4,,sister,сестра,kinship,grc,adelphe,1.000,B
tlapus,1,,sister,сестра,kinship,grc,adelphe,1.000,B
tlasuna,2,thetownoftelamone,slave,раб,social,grc,doulos,0.750,B
tlatia,1,,tablet,табличка,tech,grc,deltos,0.750,B
tlenacheis,1,tlenakhe,tunic,туника,cloth,lat,tunica,0.750,B
tleslas,1,,earth,земля,ritual,lat,tellus,0.800,B
tlesna,9,,slave,раб,social,grc,doulos,0.750,B
tlesnaial,1,,slave,раб,social,grc,doulos,0.750,B
tlesnal,2,of-mr-tiuof-mrs-vetusi,slave,раб,social,grc,doulos,0.750,B
tlesnas,1,tlesna,sea,море,geo,grc,thalassa,0.800,B
tlesnasa,3,tlesna,sea,море,geo,grc,thalassa,0.800,B
tlesnei,2,,slave,раб,social,grc,doulos,0.750,B
tlesneial,4,,slave,раб,social,grc,doulos,0.750,B
tltel,1,,tablet,табличка,tech,grc,deltos,0.750,B
tlusc,3,thegodtelluscompanies-ofcompanions,slave,раб,social,grc,doulos,1.000,B
tmnal,1,,demon-spirit,дух,ritual,grc,daimon,1.000,B
tnes,1,mr-vesistnes,tooth,зуб,body,lat,dens,1.000,B
tomezecuai,1,his-motherwasmrs-cuai,house,дом,tech,grc,domos,0.750,A
tondoros,1,,four,четыре,measure,grc,tettares,0.800,B
trane,1,intheetruscanlanguagethemonthofjulyiscal,gift,дар,social,grc,doron,1.000,B
traulac,2,,ladle-dipper,черпак,vessel,lat,trulla,0.750,B
travzi,1,thatlibation-ceremonyof-thefamilydid-con,ox/bull,бык,animal,grc,tauros,0.750,A
trazluial,1,,ladle-dipper,черпак,vessel,lat,trulla,0.800,B
treces,1,mr-sethtrecesandmrs-lariseitreces,wheel,колесо,tech,grc,trochos,1.000,B
tremi,1,,glass,стекло,trade,lat,vitrum,0.750,B
trepi,1,,table,стол,household,grc,trapeza,0.750,B
trepial,1,,table,стол,household,grc,trapeza,0.750,B
trepie,1,,table,стол,household,grc,trapeza,0.750,B
trepiesa,2,mr-trepies-daughters-husband,table,стол,household,grc,trapeza,1.000,B
trepinal,1,,gift,дар,social,grc,doron,0.750,B
trepinial,1,,gift,дар,social,grc,doron,0.750,B
trepties,1,,tribute-tax,дань,social,lat,tributum,0.800,B
trepu,1,trepu,table,стол,household,grc,trapeza,0.750,B
trepucsa,1,mr-trepus-sons-wife,wheel,колесо,tech,grc,trochos,0.800,B
trepun,1,,gift,дар,social,grc,doron,0.750,B
trepunia,1,,gift,дар,social,grc,doron,0.750,B
trepunias,1,,snake,змея,animal,lat,serpens,0.800,B
trepus,1,,table,стол,household,grc,trapeza,1.000,B
trepusa,1,,table,стол,household,grc,trapeza,1.000,B
tres,1,,ox/bull,бык,animal,grc,tauros,1.000,A
treseles,1,treseles,ox/bull,бык,animal,grc,tauros,0.750,A
treten,1,,rose,роза,plantfood,grc,wrodon,0.750,B
tretinial,1,,rose,роза,plantfood,grc,wrodon,0.750,B
tretna,1,,rose,роза,plantfood,grc,wrodon,0.750,B
tretnai,1,,rose,роза,plantfood,grc,wrodon,0.750,B
tretnei,1,ms-tretnei,rose,роза,plantfood,grc,wrodon,0.750,B
