word,freq,pred_class,prob_raw,prob_cal,p_NAME-F,p_NAME-M,p_OTHER,p_THEO,p_VERB
zipz,1,OTHER,0.967,0.663,0.022,0.010,0.967,0.000,0.000
zirdu,1,OTHER,0.999,0.663,0.000,0.001,0.999,0.000,0.000
zivi,1,OTHER,0.947,0.663,0.007,0.046,0.947,0.000,0.000
znal,1,NAME-F,0.974,0.663,0.974,0.025,0.001,0.000,0.000
zuchnaial,1,NAME-F,0.907,0.663,0.907,0.090,0.004,0.000,0.000
zuchnial,2,NAME-F,0.960,0.663,0.960,0.039,0.000,0.000,0.000
zuchu,1,OTHER,0.967,0.663,0.000,0.033,0.967,0.000,0.000
zuchuna,1,OTHER,0.956,0.663,0.000,0.044,0.956,0.000,0.000
zui,1,OTHER,0.994,0.663,0.002,0.004,0.994,0.000,0.000
zulusa,1,NAME-M,0.985,0.663,0.003,0.985,0.012,0.000,0.000
zureth,1,OTHER,0.953,0.663,0.000,0.047,0.953,0.000,0.000
acai,1,OTHER,0.897,0.566,0.095,0.008,0.897,0.000,0.000
acalactra,1,OTHER,0.849,0.566,0.047,0.104,0.849,0.000,0.000
acasa,1,NAME-M,0.822,0.566,0.086,0.822,0.091,0.000,0.000
acasce,1,OTHER,0.892,0.566,0.000,0.107,0.892,0.000,0.000
acasri,1,OTHER,0.810,0.566,0.129,0.060,0.810,0.000,0.000
acazrce,1,OTHER,0.828,0.566,0.009,0.164,0.828,0.000,0.000
achlesa,1,NAME-M,0.897,0.566,0.003,0.897,0.101,0.000,0.000
achpprirutilefilucrates,1,OTHER,0.736,0.566,0.000,0.264,0.736,0.000,0.000
achu,2,OTHER,0.844,0.566,0.000,0.155,0.844,0.000,0.000
achus,1,NAME-M,0.897,0.566,0.000,0.897,0.103,0.000,0.000
acil,6,OTHER,0.781,0.566,0.107,0.112,0.781,0.000,0.000
acilth,1,OTHER,0.829,0.566,0.001,0.170,0.829,0.000,0.000
acilusa,1,NAME-M,0.885,0.566,0.105,0.885,0.010,0.000,0.000
acna,1,OTHER,0.795,0.566,0.002,0.203,0.795,0.000,0.000
acnaice,1,OTHER,0.827,0.566,0.014,0.160,0.827,0.000,0.000
acnasvers,1,NAME-M,0.705,0.566,0.001,0.705,0.295,0.000,0.000
acries,1,OTHER,0.737,0.566,0.000,0.263,0.737,0.000,0.000
acvezthi,1,NAME-F,0.862,0.566,0.862,0.007,0.131,0.000,0.000
acvilnas,1,NAME-M,0.860,0.566,0.000,0.860,0.140,0.000,0.000
aefla,1,OTHER,0.724,0.566,0.001,0.275,0.724,0.000,0.000
aercet,1,OTHER,0.816,0.566,0.001,0.183,0.816,0.000,0.000
aif,1,OTHER,0.851,0.566,0.081,0.069,0.851,0.000,0.000
aisece,1,OTHER,0.749,0.566,0.000,0.251,0.749,0.000,0.000
aiser,2,OTHER,0.846,0.566,0.023,0.131,0.846,0.000,0.000
aisera,1,NAME-M,0.813,0.566,0.016,0.813,0.171,0.000,0.000
aisiufimiu,1,NAME-M,0.736,0.566,0.001,0.736,0.263,0.000,0.000
aisur,1,OTHER,0.887,0.566,0.083,0.031,0.887,0.000,0.000
aita,1,OTHER,0.865,0.566,0.006,0.129,0.865,0.000,0.000
aithra,1,NAME-M,0.717,0.566,0.011,0.717,0.273,0.000,0.000
akalu,1,OTHER,0.850,0.566,0.000,0.150,0.850,0.000,0.000
ala,1,NAME-M,0.805,0.566,0.051,0.805,0.144,0.000,0.000
alaiva,1,NAME-M,0.780,0.566,0.015,0.780,0.204,0.000,0.000
alcilnia,1,NAME-F,0.890,0.566,0.890,0.036,0.074,0.000,0.000
alethnasialisa,1,NAME-M,0.814,0.566,0.186,0.814,0.000,0.000,0.000
aleths,1,NAME-M,0.870,0.566,0.001,0.870,0.129,0.000,0.000
alfniesa,1,NAME-M,0.895,0.566,0.103,0.895,0.002,0.000,0.000
alpzen,1,OTHER,0.874,0.566,0.039,0.087,0.874,0.000,0.000
alsaianasi,1,NAME-F,0.853,0.566,0.853,0.142,0.005,0.000,0.000
alsina,1,NAME-M,0.819,0.566,0.055,0.819,0.125,0.000,0.000
alza,1,NAME-M,0.891,0.566,0.010,0.891,0.099,0.000,0.000
amthni,1,NAME-F,0.846,0.566,0.846,0.079,0.076,0.000,0.000
anc,1,NAME-M,0.701,0.566,0.014,0.701,0.285,0.000,0.000
anein,1,NAME-M,0.891,0.566,0.070,0.891,0.039,0.000,0.000
aniach,1,OTHER,0.722,0.566,0.056,0.223,0.722,0.000,0.000
anina,1,NAME-M,0.897,0.566,0.003,0.897,0.100,0.000,0.000
aninai,1,NAME-F,0.893,0.566,0.893,0.050,0.057,0.000,0.000
aninaialc,1,NAME-F,0.775,0.566,0.775,0.194,0.031,0.000,0.000
aniu,1,NAME-M,0.717,0.566,0.002,0.717,0.280,0.000,0.000
anku,1,OTHER,0.848,0.566,0.001,0.151,0.848,0.000,0.000
anti,1,NAME-F,0.892,0.566,0.892,0.094,0.014,0.000,0.000
apa,1,OTHER,0.782,0.566,0.000,0.218,0.782,0.000,0.000
apana,1,NAME-M,0.885,0.566,0.000,0.885,0.115,0.000,0.000
aparn,1,NAME-M,0.772,0.566,0.001,0.772,0.226,0.000,0.000
apatrual,1,NAME-M,0.897,0.566,0.077,0.897,0.026,0.000,0.000
ape,1,NAME-M,0.830,0.566,0.000,0.830,0.170,0.000,0.000
apenial,1,NAME-F,0.872,0.566,0.872,0.128,0.000,0.000,0.000
aperisvm,1,OTHER,0.840,0.566,0.002,0.158,0.840,0.000,0.000
aperuce,1,NAME-M,0.815,0.566,0.000,0.815,0.185,0.000,0.000
apirthe,1,OTHER,0.896,0.566,0.000,0.103,0.896,0.000,0.000
aprensais,1,NAME-M,0.795,0.566,0.001,0.795,0.204,0.000,0.000
aprnal,1,NAME-F,0.728,0.566,0.728,0.268,0.004,0.000,0.000
apurth,1,NAME-M,0.819,0.566,0.000,0.819,0.181,0.000,0.000
arathia,2,NAME-M,0.887,0.566,0.107,0.887,0.006,0.000,0.000
araz,1,NAME-M,0.838,0.566,0.030,0.838,0.132,0.000,0.000
arce,6,NAME-M,0.783,0.566,0.000,0.783,0.217,0.000,0.000
arcsne,1,NAME-M,0.840,0.566,0.008,0.840,0.152,0.000,0.000
areuizies,1,NAME-M,0.881,0.566,0.000,0.881,0.119,0.000,0.000
arika,1,OTHER,0.781,0.566,0.006,0.213,0.781,0.000,0.000
arimini,1,NAME-F,0.757,0.566,0.757,0.227,0.016,0.000,0.000
arisaeki,1,NAME-M,0.807,0.566,0.082,0.807,0.111,0.000,0.000
arisalisa,1,NAME-F,0.850,0.566,0.850,0.150,0.000,0.000,0.000
arnphth,1,NAME-M,0.821,0.566,0.001,0.821,0.178,0.000,0.000
arnthcacnislarisal,1,NAME-F,0.863,0.566,0.863,0.137,0.000,0.000,0.000
arnthialise,1,NAME-M,0.812,0.566,0.173,0.812,0.015,0.000,0.000
arnthialum,1,NAME-M,0.772,0.566,0.112,0.772,0.116,0.000,0.000
arnthur,1,NAME-M,0.855,0.566,0.094,0.855,0.051,0.000,0.000
arnthusi,1,NAME-M,0.789,0.566,0.208,0.789,0.003,0.000,0.000
arntos,2,NAME-M,0.834,0.566,0.002,0.834,0.164,0.000,0.000
arnttheal,1,NAME-F,0.803,0.566,0.803,0.192,0.005,0.000,0.000
arpetrunizetnal,1,NAME-F,0.894,0.566,0.894,0.106,0.000,0.000,0.000
arstniia,1,NAME-M,0.719,0.566,0.272,0.719,0.009,0.000,0.000
arsuthin,1,NAME-M,0.846,0.566,0.106,0.846,0.048,0.000,0.000
artamasial,2,NAME-F,0.882,0.566,0.882,0.118,0.000,0.000,0.000
artethi,1,NAME-F,0.818,0.566,0.818,0.179,0.003,0.000,0.000
arthusi,1,NAME-M,0.801,0.566,0.197,0.801,0.002,0.000,0.000
artumesial,1,NAME-F,0.852,0.566,0.852,0.148,0.000,0.000,0.000
arzia,1,NAME-M,0.830,0.566,0.137,0.830,0.033,0.000,0.000
asch,1,OTHER,0.746,0.566,0.002,0.252,0.746,0.000,0.000
asna,1,OTHER,0.849,0.566,0.000,0.151,0.849,0.000,0.000
atalu,1,OTHER,0.895,0.566,0.000,0.105,0.895,0.000,0.000
ates,1,NAME-M,0.869,0.566,0.000,0.869,0.131,0.000,0.000
atic,1,OTHER,0.837,0.566,0.010,0.154,0.837,0.000,0.000
aties,3,NAME-M,0.884,0.566,0.000,0.884,0.116,0.000,0.000
atiies,1,NAME-M,0.820,0.566,0.000,0.820,0.180,0.000,0.000
atranes,2,NAME-M,0.896,0.566,0.000,0.896,0.104,0.000,0.000
atrenas,1,NAME-M,0.775,0.566,0.000,0.775,0.225,0.000,0.000
aule,6,NAME-M,0.721,0.566,0.000,0.721,0.279,0.000,0.000
auletretra,1,NAME-M,0.791,0.566,0.000,0.791,0.209,0.000,0.000
aulial,3,NAME-F,0.885,0.566,0.885,0.115,0.000,0.000,0.000
aulialisa,2,NAME-F,0.884,0.566,0.884,0.116,0.000,0.000,0.000
auvilesi,1,NAME-M,0.832,0.566,0.002,0.832,0.166,0.000,0.000
aveiesthi,1,NAME-M,0.836,0.566,0.073,0.836,0.090,0.000,0.000
avele,1,OTHER,0.757,0.566,0.000,0.243,0.757,0.000,0.000
avilchval,1,NAME-M,0.899,0.566,0.091,0.899,0.009,0.000,0.000
avlenumnasturke,1,NAME-M,0.816,0.566,0.000,0.816,0.184,0.000,0.000
avli,2,NAME-M,0.735,0.566,0.108,0.735,0.157,0.000,0.000
barnaes,1,NAME-M,0.764,0.566,0.000,0.764,0.236,0.000,0.000
cae,11,NAME-M,0.876,0.566,0.000,0.876,0.124,0.000,0.000
caiso,1,OTHER,0.727,0.566,0.047,0.226,0.727,0.000,0.000
cal,1,NAME-M,0.838,0.566,0.154,0.838,0.008,0.000,0.000
calve,1,NAME-M,0.811,0.566,0.096,0.811,0.093,0.000,0.000
calxusu,1,NAME-M,0.888,0.566,0.021,0.888,0.091,0.000,0.000
camnai,1,NAME-F,0.838,0.566,0.838,0.076,0.087,0.000,0.000
canirachathcesnieltha,1,NAME-M,0.728,0.566,0.000,0.728,0.272,0.000,0.000
canlan,1,NAME-M,0.832,0.566,0.031,0.832,0.137,0.000,0.000
canzate,1,NAME-M,0.837,0.566,0.002,0.837,0.161,0.000,0.000
cap,1,NAME-M,0.860,0.566,0.005,0.860,0.135,0.000,0.000
capy,1,NAME-M,0.840,0.566,0.019,0.840,0.141,0.000,0.000
cartlia,1,NAME-F,0.855,0.566,0.855,0.144,0.000,0.000,0.000
caspu,1,NAME-M,0.713,0.566,0.001,0.713,0.285,0.000,0.000
catha,1,OTHER,0.820,0.566,0.002,0.178,0.820,0.000,0.000
cavi,1,NAME-M,0.884,0.566,0.102,0.884,0.015,0.000,0.000
cavia,1,NAME-M,0.808,0.566,0.158,0.808,0.034,0.000,0.000
ccralnna,1,NAME-M,0.753,0.566,0.069,0.753,0.177,0.000,0.000
ceie,1,OTHER,0.817,0.566,0.000,0.183,0.817,0.000,0.000
ceisei,1,NAME-F,0.830,0.566,0.830,0.031,0.139,0.000,0.000
ceisu,1,OTHER,0.749,0.566,0.008,0.243,0.749,0.000,0.000
ceisui,1,NAME-F,0.755,0.566,0.755,0.042,0.203,0.000,0.000
ceithurnealsuthina,1,NAME-M,0.821,0.566,0.151,0.821,0.028,0.000,0.000
celthi,1,NAME-F,0.873,0.566,0.873,0.034,0.093,0.000,0.000
celtineitiss,1,NAME-M,0.843,0.566,0.142,0.843,0.014,0.000,0.000
cen,5,NAME-M,0.869,0.566,0.001,0.869,0.130,0.000,0.000
ces,2,NAME-M,0.788,0.566,0.000,0.788,0.212,0.000,0.000
cesasi,1,NAME-M,0.833,0.566,0.059,0.833,0.107,0.000,0.000
cesunia,1,NAME-M,0.756,0.566,0.234,0.756,0.010,0.000,0.000
ceusn,1,OTHER,0.868,0.566,0.011,0.121,0.868,0.000,0.000
cevlna,1,NAME-M,0.750,0.566,0.001,0.750,0.250,0.000,0.000
cezartle,1,NAME-M,0.871,0.566,0.002,0.871,0.127,0.000,0.000
chaei,1,OTHER,0.848,0.566,0.031,0.121,0.848,0.000,0.000
chalchas,1,NAME-M,0.895,0.566,0.000,0.895,0.105,0.000,0.000
char,1,NAME-M,0.713,0.566,0.000,0.713,0.287,0.000,0.000
chechenar,1,OTHER,0.819,0.566,0.001,0.181,0.819,0.000,0.000
chelivaitina,1,NAME-M,0.858,0.566,0.001,0.858,0.141,0.000,0.000
cheritna,1,NAME-M,0.866,0.566,0.002,0.866,0.132,0.000,0.000
chiuz,1,OTHER,0.838,0.566,0.003,0.159,0.838,0.000,0.000
chpis,1,NAME-M,0.736,0.566,0.001,0.736,0.262,0.000,0.000
chumenli,1,OTHER,0.727,0.566,0.086,0.187,0.727,0.000,0.000
chumzn,1,NAME-M,0.728,0.566,0.012,0.728,0.260,0.000,0.000
churui,1,OTHER,0.789,0.566,0.162,0.049,0.789,0.000,0.000
chve,1,NAME-M,0.782,0.566,0.002,0.782,0.216,0.000,0.000
chvilipi,1,NAME-F,0.808,0.566,0.808,0.189,0.003,0.000,0.000
ciathna,1,NAME-M,0.863,0.566,0.045,0.863,0.092,0.000,0.000
cii,1,OTHER,0.735,0.566,0.017,0.248,0.735,0.000,0.000
cilthl,4,NAME-M,0.848,0.566,0.077,0.848,0.075,0.000,0.000
cilths,5,NAME-M,0.876,0.566,0.002,0.876,0.122,0.000,0.000
cincunia,1,NAME-F,0.893,0.566,0.893,0.102,0.005,0.000,0.000
cithui,1,OTHER,0.771,0.566,0.222,0.007,0.771,0.000,0.000
citzvaclnunthenthesantinsthesan,1,OTHER,0.873,0.566,0.001,0.020,0.873,0.106,0.000
clanc,2,NAME-M,0.790,0.566,0.015,0.790,0.195,0.000,0.000
clanti,1,NAME-F,0.828,0.566,0.828,0.093,0.078,0.000,0.000
clantialisa,1,NAME-F,0.882,0.566,0.882,0.118,0.000,0.000,0.000
clenar,4,NAME-M,0.874,0.566,0.000,0.874,0.125,0.000,0.000
clensi,2,OTHER,0.732,0.566,0.008,0.260,0.732,0.000,0.000
clentar,1,OTHER,0.881,0.566,0.001,0.118,0.881,0.000,0.000
cles,1,NAME-M,0.893,0.566,0.000,0.893,0.107,0.000,0.000
clpaisu,1,OTHER,0.895,0.566,0.001,0.104,0.895,0.000,0.000
cltcu,3,NAME-M,0.823,0.566,0.018,0.823,0.159,0.000,0.000
clthil,1,NAME-M,0.886,0.566,0.083,0.886,0.031,0.000,0.000
clueties,1,NAME-M,0.889,0.566,0.000,0.889,0.111,0.000,0.000
cluntni,1,NAME-F,0.758,0.566,0.758,0.028,0.214,0.000,0.000
cna,1,NAME-M,0.792,0.566,0.001,0.792,0.207,0.000,0.000
cntnam,1,OTHER,0.874,0.566,0.009,0.117,0.874,0.000,0.000
cra,1,OTHER,0.751,0.566,0.001,0.248,0.751,0.000,0.000
craiculi,1,NAME-F,0.702,0.566,0.702,0.202,0.096,0.000,0.000
creicos,1,OTHER,0.858,0.566,0.001,0.142,0.858,0.000,0.000
cresmie,1,OTHER,0.841,0.566,0.000,0.159,0.841,0.000,0.000
cretnal,1,NAME-F,0.869,0.566,0.869,0.123,0.008,0.000,0.000
csalisna,1,NAME-M,0.822,0.566,0.145,0.822,0.034,0.000,0.000
cuislaniasa,1,NAME-M,0.865,0.566,0.135,0.865,0.000,0.000,0.000
cumere,3,NAME-M,0.706,0.566,0.005,0.706,0.289,0.000,0.000
cumeruniasa,1,NAME-M,0.897,0.566,0.103,0.897,0.000,0.000,0.000
cuna,1,NAME-M,0.747,0.566,0.007,0.747,0.246,0.000,0.000
cuphre,1,NAME-M,0.845,0.566,0.002,0.845,0.153,0.000,0.000
curspen,1,NAME-M,0.789,0.566,0.100,0.789,0.112,0.000,0.000
curtxn,1,NAME-M,0.713,0.566,0.051,0.713,0.236,0.000,0.000
cuspialisa,1,NAME-F,0.886,0.566,0.886,0.114,0.000,0.000,0.000
cuvsinu,1,NAME-M,0.861,0.566,0.005,0.861,0.134,0.000,0.000
cver,4,NAME-M,0.706,0.566,0.002,0.706,0.285,0.007,0.000
cvethna,2,NAME-M,0.886,0.566,0.002,0.886,0.112,0.000,0.000
cvinai,1,NAME-F,0.733,0.566,0.733,0.040,0.227,0.000,0.000
cvintos,1,OTHER,0.827,0.566,0.003,0.170,0.827,0.000,0.000
eclth,1,OTHER,0.720,0.566,0.000,0.280,0.720,0.000,0.000
ecnatios,1,OTHER,0.801,0.566,0.000,0.199,0.801,0.000,0.000
ecwnlii,1,OTHER,0.828,0.566,0.009,0.163,0.828,0.000,0.000
eiser,1,OTHER,0.856,0.566,0.012,0.131,0.856,0.000,0.000
eisna,1,OTHER,0.838,0.566,0.003,0.159,0.838,0.000,0.000
eita,1,OTHER,0.743,0.566,0.001,0.256,0.743,0.000,0.000
ekra,2,OTHER,0.896,0.566,0.000,0.104,0.896,0.000,0.000
elaivana,1,NAME-M,0.748,0.566,0.000,0.748,0.252,0.000,0.000
elinpi,1,OTHER,0.809,0.566,0.098,0.093,0.809,0.000,0.000
els,1,OTHER,0.898,0.566,0.000,0.102,0.898,0.000,0.000
enan,1,OTHER,0.886,0.566,0.000,0.114,0.886,0.000,0.000
enascla,1,NAME-M,0.744,0.566,0.006,0.744,0.250,0.000,0.000
enatia,1,NAME-M,0.785,0.566,0.140,0.785,0.075,0.000,0.000
eniaca,1,OTHER,0.815,0.566,0.002,0.182,0.815,0.000,0.000
epchfzth,1,OTHER,0.853,0.566,0.002,0.145,0.853,0.000,0.000
epeaziepallepekapenarvfiavalketiavessalvete,1,NAME-M,0.793,0.566,0.000,0.793,0.007,0.200,0.000
epn,1,OTHER,0.895,0.566,0.005,0.100,0.895,0.000,0.000
eqvitii,1,OTHER,0.810,0.566,0.056,0.134,0.810,0.000,0.000
erapial,1,NAME-F,0.778,0.566,0.778,0.220,0.003,0.000,0.000
erina,1,NAME-M,0.701,0.566,0.001,0.701,0.298,0.000,0.000
ernth,1,OTHER,0.802,0.566,0.000,0.198,0.802,0.000,0.000
erzeana,1,NAME-M,0.780,0.566,0.001,0.780,0.219,0.000,0.000
esial,1,NAME-F,0.826,0.566,0.826,0.171,0.003,0.000,0.000
eslz,1,NAME-M,0.888,0.566,0.001,0.888,0.111,0.000,0.000
etanal,1,NAME-F,0.868,0.566,0.868,0.128,0.004,0.000,0.000
eterav,1,OTHER,0.753,0.566,0.001,0.246,0.753,0.000,0.000
etrual,1,NAME-F,0.711,0.566,0.711,0.253,0.036,0.000,0.000
etrusca,1,OTHER,0.713,0.566,0.003,0.284,0.713,0.000,0.000
etusnusialisa,1,NAME-F,0.786,0.566,0.786,0.214,0.000,0.000,0.000
evantralt,1,NAME-M,0.885,0.566,0.005,0.885,0.110,0.000,0.000
evrfia,1,OTHER,0.800,0.566,0.006,0.194,0.800,0.000,0.000
evrs,1,OTHER,0.859,0.566,0.000,0.141,0.859,0.000,0.000
evru,1,OTHER,0.763,0.566,0.000,0.237,0.763,0.000,0.000
falsnesa,1,NAME-M,0.856,0.566,0.138,0.856,0.005,0.000,0.000
faltui,1,OTHER,0.768,0.566,0.218,0.014,0.768,0.000,0.000
famfethes,1,OTHER,0.872,0.566,0.000,0.128,0.872,0.000,0.000
fane,1,OTHER,0.729,0.566,0.001,0.271,0.729,0.000,0.000
fanusialisa,1,NAME-F,0.800,0.566,0.800,0.200,0.000,0.000,0.000
fapres,1,NAME-M,0.833,0.566,0.000,0.833,0.167,0.000,0.000
farthne,1,NAME-M,0.841,0.566,0.007,0.841,0.152,0.000,0.000
fasci,1,NAME-M,0.788,0.566,0.023,0.788,0.190,0.000,0.000
fasena,1,NAME-M,0.857,0.566,0.000,0.857,0.143,0.000,0.000
fasl,1,OTHER,0.820,0.566,0.009,0.171,0.820,0.000,0.000
fastiaafuneitiscusnisa,1,NAME-F,0.819,0.566,0.819,0.181,0.000,0.000,0.000
fastiu,1,NAME-M,0.781,0.566,0.001,0.781,0.219,0.000,0.000
fatec,1,OTHER,0.742,0.566,0.009,0.249,0.742,0.000,0.000
fatnies,1,NAME-M,0.876,0.566,0.000,0.876,0.124,0.000,0.000
favrenies,1,NAME-M,0.869,0.566,0.000,0.869,0.131,0.000,0.000
feciaaisnaclevanthchimenacusil,1,NAME-M,0.826,0.566,0.029,0.826,0.133,0.012,0.000
feisalna,1,OTHER,0.721,0.566,0.166,0.112,0.721,0.000,0.000
fela,1,OTHER,0.881,0.566,0.005,0.114,0.881,0.000,0.000
felia,1,OTHER,0.775,0.566,0.134,0.091,0.775,0.000,0.000
felifathna,1,OTHER,0.797,0.566,0.006,0.197,0.797,0.000,0.000
felmuial,1,NAME-F,0.733,0.566,0.733,0.123,0.145,0.000,0.000
felmuialisa,1,NAME-F,0.839,0.566,0.839,0.159,0.002,0.000,0.000
felsnas,1,NAME-M,0.710,0.566,0.000,0.710,0.290,0.000,0.000
felsni,1,NAME-F,0.798,0.566,0.798,0.031,0.171,0.000,0.000
felves,1,NAME-M,0.732,0.566,0.000,0.732,0.268,0.000,0.000
femnas,1,NAME-M,0.790,0.566,0.000,0.790,0.210,0.000,0.000
ferine,1,OTHER,0.792,0.566,0.007,0.202,0.792,0.000,0.000
ferinisa,1,NAME-F,0.850,0.566,0.850,0.147,0.003,0.000,0.000
fermenas,1,OTHER,0.804,0.566,0.000,0.196,0.804,0.000,0.000
fermi,1,OTHER,0.711,0.566,0.195,0.094,0.711,0.000,0.000
feti,1,OTHER,0.864,0.566,0.116,0.020,0.864,0.000,0.000
figvli,1,OTHER,0.746,0.566,0.229,0.025,0.746,0.000,0.000
filaie,1,OTHER,0.895,0.566,0.000,0.105,0.895,0.000,0.000
finthu,1,OTHER,0.849,0.566,0.000,0.151,0.849,0.000,0.000
fokiasiale,1,NAME-M,0.780,0.566,0.002,0.780,0.219,0.000,0.000
fratuce,1,OTHER,0.844,0.566,0.000,0.156,0.844,0.000,0.000
frrfuuifri,1,NAME-F,0.773,0.566,0.773,0.007,0.220,0.000,0.000
frutie,1,OTHER,0.891,0.566,0.000,0.109,0.891,0.000,0.000
ftlaeinukaelesicril,1,NAME-M,0.757,0.566,0.006,0.757,0.237,0.000,0.000
fufles,1,OTHER,0.747,0.566,0.000,0.253,0.747,0.000,0.000
fulusla,1,NAME-M,0.712,0.566,0.118,0.712,0.170,0.000,0.000
fupnii,1,OTHER,0.798,0.566,0.115,0.086,0.798,0.000,0.000
fupnina,2,NAME-M,0.760,0.566,0.017,0.760,0.223,0.000,0.000
fupniva,1,OTHER,0.844,0.566,0.009,0.147,0.844,0.000,0.000
furas,1,NAME-M,0.711,0.566,0.000,0.711,0.289,0.000,0.000
furianas,1,NAME-M,0.776,0.566,0.000,0.776,0.224,0.000,0.000
fvuluvet,1,OTHER,0.852,0.566,0.002,0.147,0.852,0.000,0.000
hanunia,1,NAME-M,0.735,0.566,0.231,0.735,0.034,0.000,0.000
hathles,1,NAME-M,0.803,0.566,0.000,0.803,0.197,0.000,0.000
heiri,1,OTHER,0.828,0.566,0.168,0.004,0.828,0.000,0.000
hekuntenas,1,NAME-M,0.769,0.566,0.000,0.769,0.231,0.000,0.000
heramve,1,OTHER,0.801,0.566,0.000,0.199,0.801,0.000,0.000
herine,1,OTHER,0.866,0.566,0.003,0.131,0.866,0.000,0.000
herti,1,OTHER,0.823,0.566,0.157,0.020,0.823,0.000,0.000
hetathasa,1,NAME-M,0.869,0.566,0.011,0.869,0.120,0.000,0.000
hirminaia,1,OTHER,0.801,0.566,0.075,0.125,0.801,0.000,0.000
hulchenas,1,NAME-M,0.878,0.566,0.000,0.878,0.122,0.000,0.000
huslna,1,NAME-M,0.791,0.566,0.001,0.791,0.209,0.000,0.000
husur,2,OTHER,0.889,0.566,0.004,0.108,0.889,0.000,0.000
ica,1,OTHER,0.891,0.566,0.013,0.096,0.891,0.000,0.000
ichna,1,OTHER,0.726,0.566,0.001,0.273,0.726,0.000,0.000
icurcsiu,1,OTHER,0.712,0.566,0.017,0.271,0.712,0.000,0.000
iexupk,1,OTHER,0.843,0.566,0.002,0.154,0.843,0.000,0.000
ilacve,2,NAME-M,0.771,0.566,0.001,0.771,0.228,0.000,0.000
imicaniasataiasi,1,NAME-M,0.725,0.566,0.251,0.725,0.023,0.000,0.000
iorkes,1,OTHER,0.886,0.566,0.000,0.114,0.886,0.000,0.000
ipa,2,OTHER,0.791,0.566,0.024,0.186,0.791,0.000,0.000
irisis,1,OTHER,0.895,0.566,0.001,0.104,0.895,0.000,0.000
iskesachvipiske,1,NAME-M,0.793,0.566,0.009,0.793,0.198,0.000,0.000
islevi,1,NAME-M,0.809,0.566,0.104,0.809,0.087,0.000,0.000
itiiii,1,OTHER,0.876,0.566,0.086,0.038,0.876,0.000,0.000
iviii,1,OTHER,0.759,0.566,0.014,0.227,0.759,0.000,0.000
kaes,1,OTHER,0.756,0.566,0.000,0.244,0.756,0.000,0.000
kailes,1,NAME-M,0.812,0.566,0.000,0.812,0.188,0.000,0.000
kainui,1,OTHER,0.755,0.566,0.227,0.018,0.755,0.000,0.000
kakas,1,NAME-M,0.746,0.566,0.000,0.746,0.254,0.000,0.000
kalu,1,OTHER,0.746,0.566,0.000,0.254,0.746,0.000,0.000
kane,1,OTHER,0.885,0.566,0.000,0.115,0.885,0.000,0.000
kapes,1,NAME-M,0.896,0.566,0.000,0.896,0.104,0.000,0.000
karsus,1,NAME-M,0.874,0.566,0.000,0.874,0.126,0.000,0.000
kartazie,1,NAME-M,0.816,0.566,0.000,0.816,0.184,0.000,0.000
kathles,1,NAME-M,0.714,0.566,0.000,0.714,0.286,0.000,0.000
kavi,1,NAME-M,0.783,0.566,0.028,0.783,0.189,0.000,0.000
kemenelus,1,NAME-M,0.810,0.566,0.000,0.810,0.190,0.000,0.000
kepriu,1,OTHER,0.709,0.566,0.003,0.288,0.709,0.000,0.000
kifinas,1,NAME-M,0.867,0.566,0.000,0.867,0.133,0.000,0.000
kla,1,OTHER,0.798,0.566,0.010,0.192,0.798,0.000,0.000
klai,1,OTHER,0.861,0.566,0.126,0.013,0.861,0.000,0.000
kraiu,1,OTHER,0.718,0.566,0.001,0.281,0.718,0.000,0.000
kuru,1,OTHER,0.900,0.566,0.000,0.100,0.900,0.000,0.000
kurves,1,NAME-M,0.861,0.566,0.000,0.861,0.139,0.000,0.000
kvsnailise,1,OTHER,0.827,0.566,0.012,0.161,0.827,0.000,0.000
kzurtiu,1,NAME-M,0.754,0.566,0.001,0.754,0.245,0.000,0.000
lacepeni,1,NAME-F,0.876,0.566,0.876,0.123,0.002,0.000,0.000
lachth,1,NAME-M,0.865,0.566,0.001,0.865,0.134,0.000,0.000
lachu,1,NAME-M,0.893,0.566,0.001,0.893,0.106,0.000,0.000
lachuth,1,NAME-M,0.873,0.566,0.001,0.873,0.127,0.000,0.000
lacth,1,OTHER,0.865,0.566,0.002,0.133,0.865,0.000,0.000
lafsathuileutlfethisisc,1,NAME-M,0.897,0.566,0.098,0.897,0.004,0.000,0.000
laiveism,1,NAME-M,0.852,0.566,0.106,0.852,0.042,0.000,0.000
lakut,1,NAME-M,0.891,0.566,0.002,0.891,0.107,0.000,0.000
lalarmic,1,NAME-M,0.736,0.566,0.195,0.736,0.069,0.000,0.000
larci,1,NAME-M,0.799,0.566,0.191,0.799,0.010,0.000,0.000
larisaczun,1,NAME-M,0.827,0.566,0.004,0.827,0.170,0.000,0.000
larisalc,2,NAME-M,0.786,0.566,0.208,0.786,0.006,0.000,0.000
larisalisa,4,NAME-M,0.835,0.566,0.165,0.835,0.000,0.000,0.000
larisalisla,2,NAME-M,0.800,0.566,0.200,0.800,0.000,0.000,0.000
larizuz,1,NAME-M,0.893,0.566,0.010,0.893,0.097,0.000,0.000
larthalisa,2,NAME-M,0.801,0.566,0.199,0.801,0.000,0.000,0.000
